HCP_ID,STATE,HCP_SPECIALTY,HCP_AGE,HCP_GENDER,STATE_NAME
9108,CA,PEDIATRICS,45,F-Female,California
9109,IL,DIAGNOSTIC RADIOLOGY,48,M-Male,Illinois
9110,WY,EMERGENCY MEDICINE,42,M-Male,Wyoming
9111,TX,HOSPITALIST,48,M-Male,Texas
9112,MN,INTERNAL MEDICINE,50,M-Male,Minnesota
9113,MI,RADIATION ONCOLOGY,47,F-Female,Michigan
9114,MI,CARDIOVASCULAR DISEASE,42,F-Female,Michigan
9115,WI,EMERGENCY MEDICINE,42,F-Female,Wisconsin
9116,FL,DIAGNOSTIC RADIOLOGY,41,F-Female,Florida
9117,FL,HOSPITALIST,42,M-Male,Florida
9118,MI,FAMILY MEDICINE,46,M-Male,Michigan
9119,IL,DIAGNOSTIC RADIOLOGY,41,M-Male,Illinois
9120,OH,NUCLEAR MEDICINE,42,M-Male,Ohio
9121,KS,HOSPITALIST,43,F-Female,Kansas
9122,NJ,NURSE PRACTITIONER,,M-Male,New Jersey
9123,MD,NURSE PRACTITIONER,,F-Female,Maryland
9124,NJ,FAMILY MEDICINE,40,M-Male,New Jersey
9125,CA,FAMILY MEDICINE,39,M-Male,California
9126,NY,FAMILY MEDICINE,40,M-Male,New York
9127,HI,EMERGENCY MEDICINE,52,M-Male,Hawaii
9128,MN,FAMILY MEDICINE,44,M-Male,Minnesota
9129,CT,GASTROENTEROLOGY,41,M-Male,Connecticut
9130,OH,INTERNAL MEDICINE,42,F-Female,Ohio
9131,SC,PHYSICIAN ASSISTANT,68,M-Male,South Carolina
9132,NY,DIAGNOSTIC RADIOLOGY,42,M-Male,New York
9133,NY,EMERGENCY MEDICINE,42,F-Female,New York
9134,IA,INTERVENTIONAL CARDIOLOGY,44,M-Male,Iowa
9135,NC,EMERGENCY MEDICINE,49,M-Male,North Carolina
9136,MI,CLINICAL CARDIAC ELECTROPHYSIOLOGY,42,M-Male,Michigan
9137,NY,INTERNAL MEDICINE,45,F-Female,New York
9138,MO,CARDIOVASCULAR DISEASE,42,M-Male,Missouri
9139,MO,DIAGNOSTIC RADIOLOGY,42,M-Male,Missouri
9140,TX,FAMILY MEDICINE,43,F-Female,Texas
9141,TN,DIAGNOSTIC RADIOLOGY,44,M-Male,Tennessee
9142,NV,PEDIATRIC EMERGENCY MEDICINE (PEDIATRICS),42,F-Female,Nevada
9143,CA,HOSPICE & PALLIATIVE MEDICINE,46,M-Male,California
9144,TX,FAMILY MEDICINE,47,M-Male,Texas
9145,PA,NEPHROLOGY,51,F-Female,Pennsylvania
9146,CA,FAMILY MEDICINE,50,M-Male,California
9147,MO,INTERNAL MEDICINE/PSYCHIATRY,51,M-Male,Missouri
9148,GA,FAMILY MEDICINE,65,F-Female,Georgia
9149,OH,PHYSICIAN ASSISTANT,44,M-Male,Ohio
9150,NV,PHYSICIAN ASSISTANT,42,M-Male,Nevada
9151,CA,DIAGNOSTIC RADIOLOGY,46,F-Female,California
9152,WA,NURSE PRACTITIONER,,F-Female,Washington
9153,NH,PODIATRIST,,M-Male,New Hampshire
9154,OH,ORTHOPEDIC SURGERY,41,M-Male,Ohio
9155,GA,FAMILY MEDICINE,50,M-Male,Georgia
9156,AZ,PEDIATRICS/EMERGENCY MEDICINE,47,M-Male,Arizona
9157,NY,PHYSICIAN ASSISTANT,45,F-Female,New York
9158,OH,NURSE PRACTITIONER,48,F-Female,Ohio
9159,KS,COLON & RECTAL SURGERY,52,M-Male,Kansas
9160,WA,GASTROENTEROLOGY,45,F-Female,Washington
9161,NJ,CARDIOVASCULAR DISEASE,45,M-Male,New Jersey
9162,MN,PHYSICIAN ASSISTANT,42,F-Female,Minnesota
9163,OH,PHYSICIAN ASSISTANT,54,F-Female,Ohio
9164,PA,NURSE PRACTITIONER,,F-Female,Pennsylvania
9165,FL,DIAGNOSTIC RADIOLOGY,42,F-Female,Florida
9166,MI,SURGICAL CRITICAL CARE (SURGERY),42,F-Female,Michigan
9167,MD,NEUROLOGY,43,M-Male,Maryland
9168,NY,INTERNAL MEDICINE,43,M-Male,New York
9169,NJ,OBSTETRICS & GYNECOLOGY,46,F-Female,New Jersey
9170,OH,HOSPITALIST,41,M-Male,Ohio
9171,GA,NURSE PRACTITIONER,,U-Unknown,Georgia
9172,VA,OTOLARYNGOLOGY,46,M-Male,Virginia
9173,IL,NURSE PRACTITIONER,,F-Female,Illinois
9174,NJ,PHYSICIAN ASSISTANT,42,M-Male,New Jersey
9175,MI,NEURORADIOLOGY,39,M-Male,Michigan
9176,AZ,PEDIATRIC EMERGENCY MEDICINE (PEDIATRICS),41,M-Male,Arizona
9177,MN,DERMATOLOGY,41,M-Male,Minnesota
9178,OR,EMERGENCY MEDICINE,46,F-Female,Oregon
9179,DC,PEDIATRIC RADIOLOGY,42,F-Female,
9180,PA,EMERGENCY MEDICINE,43,M-Male,Pennsylvania
9181,TX,DIAGNOSTIC RADIOLOGY,41,M-Male,Texas
9182,WA,INTERNAL MEDICINE,46,F-Female,Washington
9183,TX,EMERGENCY MEDICINE,44,M-Male,Texas
9184,NJ,CARDIOVASCULAR DISEASE,40,F-Female,New Jersey
9185,RI,FAMILY MEDICINE,47,M-Male,Rhode Island
9186,FL,DERMATOLOGY,43,M-Male,Florida
9187,CA,DIAGNOSTIC RADIOLOGY,45,M-Male,California
9188,TN,CARDIOVASCULAR DISEASE,41,M-Male,Tennessee
9189,CO,EMERGENCY MEDICINE,42,F-Female,Colorado
9190,OR,GASTROENTEROLOGY,42,M-Male,Oregon
9191,VA,PEDIATRICS,43,F-Female,Virginia
9192,MI,DIAGNOSTIC RADIOLOGY,40,M-Male,Michigan
9193,MI,VASCULAR & INTERVENTIONAL RADIOLOGY,44,M-Male,Michigan
9194,TX,PEDIATRICS,42,F-Female,Texas
9195,MD,INTERNAL MEDICINE,42,M-Male,Maryland
9196,NV,EMERGENCY MEDICINE,44,M-Male,Nevada
9197,NY,INTERNAL MEDICINE/PEDIATRICS,41,F-Female,New York
9198,VA,RHEUMATOLOGY,43,F-Female,Virginia
9199,CO,UROLOGY,42,M-Male,Colorado
9200,DE,NURSE PRACTITIONER,61,F-Female,Delaware
9201,FL,FAMILY MEDICINE,47,M-Male,Florida
9202,PA,DIAGNOSTIC RADIOLOGY,49,F-Female,Pennsylvania
9203,IL,EMERGENCY MEDICINE,45,M-Male,Illinois
9204,MN,PHYSICIAN ASSISTANT,44,F-Female,Minnesota
9205,FL,SURGICAL CRITICAL CARE (SURGERY),44,F-Female,Florida
9206,WA,CARDIOVASCULAR DISEASE,41,M-Male,Washington
9207,CA,VASCULAR & INTERVENTIONAL RADIOLOGY,42,M-Male,California
9208,PA,DIAGNOSTIC RADIOLOGY,45,M-Male,Pennsylvania
9209,CA,EMERGENCY MEDICINE,43,M-Male,California
9210,AZ,CYTOPATHOLOGY,45,M-Male,Arizona
9211,CO,ADULT CARDIOTHORACIC ANESTHESIOLOGY,45,M-Male,Colorado
9212,CA,GASTROENTEROLOGY,40,M-Male,California
9213,IL,FAMILY MEDICINE,43,F-Female,Illinois
9214,MA,FAMILY MEDICINE,42,F-Female,Massachusetts
9215,MD,HEMATOLOGY (PATHOLOGY),45,M-Male,Maryland
9216,IN,DERMATOLOGY,42,F-Female,Indiana
9217,NJ,INTERNAL MEDICINE,42,F-Female,New Jersey
9218,MI,PROCEDURAL DERMATOLOGY,41,F-Female,Michigan
9219,CO,EMERGENCY MEDICINE,42,M-Male,Colorado
9220,NY,INTERNAL MEDICINE,46,F-Female,New York
9221,KY,DIAGNOSTIC RADIOLOGY,42,M-Male,Kentucky
9222,CA,PEDIATRICS,42,F-Female,California
9223,FL,INTERNAL MEDICINE,45,F-Female,Florida
9224,MN,DIAGNOSTIC RADIOLOGY,42,M-Male,Minnesota
9225,VA,EMERGENCY MEDICINE,42,F-Female,Virginia
9226,TX,HOSPICE & PALLIATIVE MEDICINE,39,M-Male,Texas
9227,MN,INTERNAL MEDICINE/EMERGENCY MEDICINE,42,M-Male,Minnesota
9228,TX,FAMILY MEDICINE,49,M-Male,Texas
9229,CA,FAMILY MEDICINE,44,F-Female,California
9230,OH,DIAGNOSTIC RADIOLOGY,43,M-Male,Ohio
9231,OH,SELECTIVE PATHOLOGY,42,F-Female,Ohio
9232,FL,CRITICAL CARE MEDICINE (ANESTHESIOLOGY),40,F-Female,Florida
9233,CA,PEDIATRICS,44,F-Female,California
9234,CA,EMERGENCY MEDICINE,46,F-Female,California
9235,TX,OPHTHALMOLOGY,44,M-Male,Texas
9236,PA,EMERGENCY MEDICINE,43,M-Male,Pennsylvania
9237,CO,DIAGNOSTIC RADIOLOGY,42,M-Male,Colorado
9238,CT,GASTROENTEROLOGY,41,F-Female,Connecticut
9239,DC,EMERGENCY MEDICINE,41,M-Male,
9240,IL,EMERGENCY MEDICINE,50,F-Female,Illinois
9241,MA,EMERGENCY MEDICINE,46,M-Male,Massachusetts
9242,MN,INTERNAL MEDICINE,49,F-Female,Minnesota
9243,CA,TRANSITIONAL YEAR,41,M-Male,California
9244,FL,PEDIATRICS,62,M-Male,Florida
9245,IL,INTERNAL MEDICINE,41,F-Female,Illinois
9246,IN,OPHTHALMOLOGY,45,M-Male,Indiana
9247,FL,EMERGENCY MEDICINE,41,M-Male,Florida
9248,CA,DERMATOLOGY,41,F-Female,California
9249,NY,PEDIATRIC RADIOLOGY,44,F-Female,New York
9250,CA,INTERVENTIONAL CARDIOLOGY,41,M-Male,California
9251,VA,PHYSICIAN ASSISTANT,42,F-Female,Virginia
9252,NY,NEUROLOGY,45,F-Female,New York
9253,SC,FAMILY MEDICINE,45,M-Male,South Carolina
9254,NY,EMERGENCY MEDICINE,47,M-Male,New York
9255,MO,INTERNAL MEDICINE,41,F-Female,Missouri
9256,CA,PEDIATRICS,42,F-Female,California
9257,NY,DIAGNOSTIC RADIOLOGY,41,M-Male,New York
9258,OH,INTERVENTIONAL CARDIOLOGY,43,M-Male,Ohio
9259,AL,INTERVENTIONAL CARDIOLOGY,41,M-Male,Alabama
9260,TX,"ENDOCRINOLOGY, DIABETES & METABOLISM",45,F-Female,Texas
9261,OH,DIAGNOSTIC RADIOLOGY,41,F-Female,Ohio
9262,OH,EMERGENCY MEDICINE,51,F-Female,Ohio
9263,MI,EMERGENCY MEDICINE,43,M-Male,Michigan
9264,CA,EMERGENCY MEDICINE,45,M-Male,California
9265,IL,EMERGENCY MEDICINE,44,M-Male,Illinois
9266,CA,EMERGENCY MEDICINE,42,F-Female,California
9267,VA,GASTROENTEROLOGY,41,F-Female,Virginia
9268,CA,GASTROENTEROLOGY,41,M-Male,California
9269,DC,PEDIATRIC DERMATOLOGY,42,F-Female,
9270,TX,FAMILY MEDICINE,44,F-Female,Texas
9271,AZ,HEMATOLOGY/ONCOLOGY,43,F-Female,Arizona
9272,CA,NEUROLOGY,42,M-Male,California
9273,GA,NURSE PRACTITIONER,,F-Female,Georgia
9274,NJ,CLINICAL NEUROPHYSIOLOGY,46,M-Male,New Jersey
9275,MI,PODIATRIST,,F-Female,Michigan
9276,MI,PHYSICIAN ASSISTANT,47,F-Female,Michigan
9277,IN,FAMILY MEDICINE,42,M-Male,Indiana
9278,PA,DERMATOLOGY,42,F-Female,Pennsylvania
9279,CO,EMERGENCY MEDICINE,42,F-Female,Colorado
9280,FL,TRANSITIONAL YEAR,41,M-Male,Florida
9281,OH,DIAGNOSTIC RADIOLOGY,40,M-Male,Ohio
9282,MI,NEURORADIOLOGY,41,M-Male,Michigan
9283,CA,INTERVENTIONAL CARDIOLOGY,48,M-Male,California
9284,SC,EMERGENCY MEDICINE,42,M-Male,South Carolina
9285,LA,NURSE PRACTITIONER,,F-Female,Louisiana
9286,MO,HEMATOLOGY/ONCOLOGY,47,F-Female,Missouri
9287,TX,PSYCHOLOGY,,F-Female,Texas
9288,NY,PHYSICIAN ASSISTANT,50,F-Female,New York
9289,PA,PODIATRIST,,M-Male,Pennsylvania
9290,VA,NEPHROLOGY,44,M-Male,Virginia
9291,AR,NURSE PRACTITIONER,,F-Female,Arkansas
9292,MN,FAMILY MEDICINE,50,F-Female,Minnesota
9293,WY,NURSE PRACTITIONER,,F-Female,Wyoming
9294,IL,FAMILY MEDICINE,45,F-Female,Illinois
9295,KY,NURSE PRACTITIONER,,F-Female,Kentucky
9296,CA,CARDIOVASCULAR DISEASE,46,F-Female,California
9297,NY,EMERGENCY MEDICINE,46,M-Male,New York
9298,TX,PHYSICIAN ASSISTANT,59,M-Male,Texas
9299,TX,PEDIATRICS,45,F-Female,Texas
9300,FL,NURSE PRACTITIONER,,M-Male,Florida
9301,IL,EMERGENCY MEDICINE,46,F-Female,Illinois
9302,TX,CARDIOVASCULAR DISEASE,44,M-Male,Texas
9303,CA,OBSTETRICS & GYNECOLOGY,43,F-Female,California
9304,NY,NEPHROLOGY,48,F-Female,New York
9305,MN,EMERGENCY MEDICINE,43,M-Male,Minnesota
9306,VA,SLEEP MEDICINE,46,F-Female,Virginia
9307,NY,EMERGENCY MEDICINE,46,M-Male,New York
9308,NC,PLASTIC SURGERY,44,M-Male,North Carolina
9309,AR,NEPHROLOGY,42,M-Male,Arkansas
9310,TX,PULMONARY CRITICAL CARE MEDICINE,43,M-Male,Texas
9311,NY,INTERNAL MEDICINE,61,M-Male,New York
9312,WA,NURSE PRACTITIONER,,F-Female,Washington
9313,MI,EMERGENCY MEDICINE,44,F-Female,Michigan
9314,SC,FAMILY MEDICINE,52,M-Male,South Carolina
9315,NY,OBSTETRICS & GYNECOLOGY,55,M-Male,New York
9316,NY,INTERNAL MEDICINE,55,M-Male,New York
9317,WI,OPHTHALMOLOGY,44,M-Male,Wisconsin
9318,MD,PHYSICIAN ASSISTANT,44,F-Female,Maryland
9319,IL,ORTHOPEDIC SURGERY,43,M-Male,Illinois
9320,TX,HOSPITALIST,44,M-Male,Texas
9321,MI,GASTROENTEROLOGY,47,F-Female,Michigan
9322,FL,INTERNAL MEDICINE,49,M-Male,Florida
9323,MD,NURSE PRACTITIONER,,M-Male,Maryland
9324,LA,PEDIATRICS,53,F-Female,Louisiana
9325,NY,PHYSICAL MEDICINE & REHABILITATION,44,M-Male,New York
9326,CT,OBSTETRICS & GYNECOLOGY,52,M-Male,Connecticut
9327,FL,PHYSICIAN ASSISTANT,42,F-Female,Florida
9328,TN,CERTIFIED NURSE ANESTHETIST,,F-Female,Tennessee
9329,NY,INTERNAL MEDICINE/EMERGENCY MEDICINE,41,F-Female,New York
9330,FL,FAMILY MEDICINE,48,F-Female,Florida
9331,MA,INTERNAL MEDICINE,57,M-Male,Massachusetts
9332,MT,RADIATION ONCOLOGY,,F-Female,Montana
9333,CA,PULMONARY CRITICAL CARE MEDICINE,52,F-Female,California
9334,FL,NURSE PRACTITIONER,,F-Female,Florida
9335,TX,HOSPITALIST,48,M-Male,Texas
9336,NY,PHYSICIAN ASSISTANT,40,F-Female,New York
9337,TX,PHYSICIAN ASSISTANT,41,F-Female,Texas
9338,CA,PHYSICIAN ASSISTANT,45,F-Female,California
9339,TX,EMERGENCY MEDICINE,50,M-Male,Texas
9340,MN,PHYSICIAN ASSISTANT,41,F-Female,Minnesota
9341,CA,ANESTHESIOLOGY,41,M-Male,California
9342,MA,PEDIATRIC RADIOLOGY,52,F-Female,Massachusetts
9343,TN,PHYSICIAN ASSISTANT,45,F-Female,Tennessee
9344,VA,INTERNAL MEDICINE,47,F-Female,Virginia
9345,NY,EMERGENCY MEDICINE,43,M-Male,New York
9346,TN,NURSE PRACTITIONER,,F-Female,Tennessee
9347,OR,NURSE PRACTITIONER,,F-Female,Oregon
9348,TX,FAMILY MEDICINE,46,F-Female,Texas
9349,OH,GENERAL SURGERY,47,M-Male,Ohio
9350,VA,GENERAL PRACTICE,59,M-Male,Virginia
9351,AZ,EMERGENCY MEDICINE,49,M-Male,Arizona
9352,PA,NURSE PRACTITIONER,,F-Female,Pennsylvania
9353,FL,ANATOMIC/CLINICAL PATHOLOGY,46,M-Male,Florida
9354,CA,PHYSICIAN ASSISTANT,41,F-Female,California
9355,CT,INTERNAL MEDICINE,45,M-Male,Connecticut
9356,NJ,FAMILY MEDICINE,68,M-Male,New Jersey
9357,MD,NURSE PRACTITIONER,,F-Female,Maryland
9358,FL,GENERAL PRACTICE,,M-Male,Florida
9359,PA,PHYSICIAN ASSISTANT,43,M-Male,Pennsylvania
9360,FL,GASTROENTEROLOGY,49,M-Male,Florida
9361,WA,INTERNAL MEDICINE,52,M-Male,Washington
9362,IL,INTERNAL MEDICINE,46,F-Female,Illinois
9363,AZ,PULMONARY CRITICAL CARE MEDICINE,48,M-Male,Arizona
9364,VA,EMERGENCY MEDICINE,47,M-Male,Virginia
9365,IL,DIAGNOSTIC RADIOLOGY,41,F-Female,Illinois
9366,MD,FAMILY MEDICINE,48,M-Male,Maryland
9367,TX,FAMILY MEDICINE,50,M-Male,Texas
9368,CO,NEPHROLOGY,46,F-Female,Colorado
9369,ID,PHYSICIAN ASSISTANT,43,M-Male,Idaho
9370,AR,PEDIATRICS,53,M-Male,Arkansas
9371,FL,EMERGENCY MEDICINE,50,M-Male,Florida
9372,MN,ANATOMIC/CLINICAL PATHOLOGY,45,F-Female,Minnesota
9373,WA,FAMILY MEDICINE,46,F-Female,Washington
9374,TX,EMERGENCY MEDICINE,49,M-Male,Texas
9375,TX,ANATOMIC/CLINICAL PATHOLOGY,50,F-Female,Texas
9376,TX,PHYSICIAN ASSISTANT,44,F-Female,Texas
9377,OH,CARDIOVASCULAR DISEASE,43,M-Male,Ohio
9378,CA,"ENDOCRINOLOGY, DIABETES & METABOLISM",42,M-Male,California
9379,WA,PEDIATRIC NEPHROLOGY,47,M-Male,Washington
9380,CT,PHYSICIAN ASSISTANT,41,F-Female,Connecticut
9381,IN,UROLOGY,45,M-Male,Indiana
9382,NY,GENERAL SURGERY,61,M-Male,New York
9383,LA,NURSE PRACTITIONER,,F-Female,Louisiana
9384,CA,EMERGENCY MEDICINE,43,F-Female,California
9385,DE,PEDIATRIC ENDOCRINOLOGY,43,M-Male,Delaware
9386,PA,DERMATOPATHOLOGY,57,F-Female,Pennsylvania
9387,WA,FAMILY MEDICINE,54,M-Male,Washington
9388,FL,ANATOMIC/CLINICAL PATHOLOGY,52,M-Male,Florida
9389,FL,NURSE PRACTITIONER,,F-Female,Florida
9390,NY,ANESTHESIOLOGY,60,F-Female,New York
9391,CA,FAMILY MEDICINE,45,M-Male,California
9392,PA,GERIATRIC MEDICINE (INTERNAL MEDICINE),51,M-Male,Pennsylvania
9393,AZ,DIAGNOSTIC RADIOLOGY,42,M-Male,Arizona
9394,OH,NURSE PRACTITIONER,,F-Female,Ohio
9395,LA,INTERVENTIONAL CARDIOLOGY,46,M-Male,Louisiana
9396,WV,CARDIOVASCULAR DISEASE,53,M-Male,West Virginia
9397,GA,ORTHOPEDIC SURGERY,43,M-Male,Georgia
9398,CO,EMERGENCY MEDICINE,48,M-Male,Colorado
9399,NV,PHYSICIAN ASSISTANT,47,M-Male,Nevada
9400,FL,GERIATRIC MEDICINE (FAMILY MEDICINE),44,M-Male,Florida
9401,CA,DIAGNOSTIC RADIOLOGY,44,F-Female,California
9402,OR,FAMILY MEDICINE,39,M-Male,Oregon
9403,NV,CARDIOVASCULAR DISEASE,47,M-Male,Nevada
9404,CA,EMERGENCY MEDICINE,48,M-Male,California
9405,KY,INTERNAL MEDICINE,45,M-Male,Kentucky
9406,AL,NURSE PRACTITIONER,,F-Female,Alabama
9407,MD,DERMATOPATHOLOGY,45,F-Female,Maryland
9408,AZ,PHYSICIAN ASSISTANT,42,F-Female,Arizona
9409,SC,NURSE PRACTITIONER,,F-Female,South Carolina
9410,TX,INTERNAL MEDICINE,44,M-Male,Texas
9411,AL,DERMATOPATHOLOGY,43,M-Male,Alabama
9412,CT,PHYSICIAN ASSISTANT,46,M-Male,Connecticut
9413,WI,CARDIOVASCULAR DISEASE,44,M-Male,Wisconsin
9414,CA,HEMATOLOGY/ONCOLOGY,46,M-Male,California
9415,CA,INTERNAL MEDICINE,47,M-Male,California
9416,TX,ANATOMIC/CLINICAL PATHOLOGY,42,F-Female,Texas
9417,TX,FAMILY MEDICINE,45,F-Female,Texas
9418,NY,PSYCHIATRY,45,F-Female,New York
9419,MI,FAMILY MEDICINE,45,M-Male,Michigan
9420,OH,CARDIOVASCULAR DISEASE,52,M-Male,Ohio
9421,NY,FAMILY MEDICINE,46,F-Female,New York
9422,OH,EMERGENCY MEDICINE,46,M-Male,Ohio
9423,NC,NURSE PRACTITIONER,,F-Female,North Carolina
9424,MD,FAMILY MEDICINE,46,M-Male,Maryland
9425,AZ,INTERVENTIONAL CARDIOLOGY,47,M-Male,Arizona
9426,CA,INTERNAL MEDICINE/PEDIATRICS,43,F-Female,California
9427,CA,INTERNAL MEDICINE,43,M-Male,California
9428,MD,CARDIOVASCULAR DISEASE,42,M-Male,Maryland
9429,NM,PSYCHOLOGY,,M-Male,New Mexico
9430,CA,OTOLARYNGOLOGY,42,M-Male,California
9431,TX,PEDIATRIC PATHOLOGY,46,M-Male,Texas
9432,CA,GERIATRIC MEDICINE (INTERNAL MEDICINE),59,M-Male,California
9433,AR,FAMILY MEDICINE,44,M-Male,Arkansas
9434,MA,DERMATOLOGY,48,F-Female,Massachusetts
9435,FL,INTERNAL MEDICINE,44,F-Female,Florida
9436,CA,FAMILY MEDICINE,44,F-Female,California
9437,MD,INTERNAL MEDICINE,50,M-Male,Maryland
9438,TX,ANESTHESIOLOGY,48,F-Female,Texas
9439,MA,OPTOMETRIST,,F-Female,Massachusetts
9440,NC,FAMILY MEDICINE,47,F-Female,North Carolina
9441,CO,NURSE PRACTITIONER,,F-Female,Colorado
9442,FL,DIAGNOSTIC RADIOLOGY,42,M-Male,Florida
9443,NY,OBSTETRICS & GYNECOLOGY,55,M-Male,New York
9444,NJ,CARDIOVASCULAR DISEASE,44,F-Female,New Jersey
9445,TX,OPTOMETRIST,58,M-Male,Texas
9446,AL,DIAGNOSTIC RADIOLOGY,42,F-Female,Alabama
9447,SC,FAMILY MEDICINE,45,F-Female,South Carolina
9448,AL,NEPHROLOGY,44,M-Male,Alabama
9449,TX,PHYSICIAN ASSISTANT,40,F-Female,Texas
9450,NY,PHYSICIAN ASSISTANT,39,F-Female,New York
9451,AZ,GERIATRIC MEDICINE (INTERNAL MEDICINE),43,M-Male,Arizona
9452,CA,PHYSICIAN ASSISTANT,43,F-Female,California
9453,CA,EMERGENCY MEDICINE,45,M-Male,California
9454,MO,HEMATOLOGY (PATHOLOGY),57,F-Female,Missouri
9455,WA,PHYSICIAN ASSISTANT,49,F-Female,Washington
9456,NV,NURSE PRACTITIONER,,F-Female,Nevada
9457,TX,INTERNAL MEDICINE,54,M-Male,Texas
9458,NJ,PEDIATRIC HEMATOLOGY/ONCOLOGY,45,F-Female,New Jersey
9459,AZ,PHYSICIAN ASSISTANT,49,F-Female,Arizona
9460,OH,RHEUMATOLOGY,45,F-Female,Ohio
9461,TX,FAMILY MEDICINE,47,F-Female,Texas
9462,AZ,PEDIATRIC HEMATOLOGY/ONCOLOGY,44,M-Male,Arizona
9463,TX,NURSE PRACTITIONER,43,F-Female,Texas
9464,CA,FAMILY MEDICINE,45,F-Female,California
9465,SD,FAMILY MEDICINE,43,F-Female,South Dakota
9466,OH,NURSE PRACTITIONER,57,F-Female,Ohio
9467,CA,PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION),47,M-Male,California
9468,TN,PHYSICIAN ASSISTANT,59,M-Male,Tennessee
9469,FL,HEMATOLOGY/ONCOLOGY,44,F-Female,Florida
9470,MI,PHYSICIAN ASSISTANT,41,M-Male,Michigan
9471,TN,NURSE PRACTITIONER,,M-Male,Tennessee
9472,NC,PHYSICIAN ASSISTANT,57,F-Female,North Carolina
9473,AZ,UROLOGY,42,F-Female,Arizona
9474,AZ,PHYSICIAN ASSISTANT,68,M-Male,Arizona
9475,MI,CRITICAL CARE MEDICINE (ANESTHESIOLOGY),46,F-Female,Michigan
9476,AZ,GENERAL SURGERY,48,M-Male,Arizona
9477,CO,EMERGENCY MEDICINE,38,F-Female,Colorado
9478,NJ,FAMILY MEDICINE,46,F-Female,New Jersey
9479,WA,PHYSICIAN ASSISTANT,45,F-Female,Washington
9480,NY,PULMONARY DISEASE,47,F-Female,New York
9481,FL,FAMILY MEDICINE,51,F-Female,Florida
9482,FL,HEMATOLOGY (PATHOLOGY),47,M-Male,Florida
9483,CA,CLINICAL CARDIAC ELECTROPHYSIOLOGY,47,M-Male,California
9484,AZ,DIAGNOSTIC RADIOLOGY,43,F-Female,Arizona
9485,NM,PHYSICIAN ASSISTANT,43,F-Female,New Mexico
9486,PA,PHYSICIAN ASSISTANT,43,F-Female,Pennsylvania
9487,CA,NURSE PRACTITIONER,,F-Female,California
9488,MN,PHYSICIAN ASSISTANT,61,F-Female,Minnesota
9489,OH,NEPHROLOGY,47,M-Male,Ohio
9490,IN,NURSE PRACTITIONER,,F-Female,Indiana
9491,NV,PHYSICIAN ASSISTANT,55,F-Female,Nevada
9492,NJ,INTERNAL MEDICINE,48,F-Female,New Jersey
9493,RI,SPORTS MEDICINE (FAMILY MEDICINE),46,M-Male,Rhode Island
9494,OR,EMERGENCY MEDICINE,40,M-Male,Oregon
9495,TX,FAMILY MEDICINE,38,F-Female,Texas
9496,TX,OTOLARYNGOLOGY,57,F-Female,Texas
9497,MD,FAMILY MEDICINE,48,F-Female,Maryland
9498,NY,GASTROENTEROLOGY,40,M-Male,New York
9499,MI,EMERGENCY MEDICINE,41,M-Male,Michigan
9500,CA,OBSTETRICS & GYNECOLOGY,50,F-Female,California
9501,NC,EMERGENCY MEDICINE,48,M-Male,North Carolina
9502,SC,PHYSICIAN ASSISTANT,41,F-Female,South Carolina
9503,DC,FAMILY MEDICINE,48,F-Female,
9504,OK,NURSE PRACTITIONER,47,M-Male,Oklahoma
9505,NY,EMERGENCY MEDICINE,47,M-Male,New York
9506,MI,HOSPITALIST,45,M-Male,Michigan
9507,TX,CARDIOVASCULAR DISEASE,38,M-Male,Texas
9508,KY,NURSE PRACTITIONER,,F-Female,Kentucky
9509,CA,FAMILY MEDICINE,55,M-Male,California
9510,FL,EMERGENCY MEDICINE,61,M-Male,Florida
9511,AR,SPORTS MEDICINE (FAMILY MEDICINE),39,M-Male,Arkansas
9512,NY,CARDIOVASCULAR DISEASE,43,M-Male,New York
9513,MI,PULMONARY DISEASE,46,M-Male,Michigan
9514,FL,INTERNAL MEDICINE,55,M-Male,Florida
9515,OH,DERMATOPATHOLOGY,45,F-Female,Ohio
9516,NY,CARDIOVASCULAR DISEASE,51,M-Male,New York
9517,FL,INTERNAL MEDICINE,47,M-Male,Florida
9518,PA,INFECTIOUS DISEASE,48,F-Female,Pennsylvania
9519,FL,CARDIOVASCULAR DISEASE,48,F-Female,Florida
9520,MD,FAMILY MEDICINE,47,F-Female,Maryland
9521,IN,FAMILY MEDICINE,62,M-Male,Indiana
9522,TX,NEPHROLOGY,49,M-Male,Texas
9523,WI,CARDIOVASCULAR DISEASE,42,M-Male,Wisconsin
9524,CA,FAMILY MEDICINE,52,M-Male,California
9525,VA,FAMILY MEDICINE,50,F-Female,Virginia
9526,GA,FAMILY MEDICINE,51,F-Female,Georgia
9527,PA,CLINICAL CARDIAC ELECTROPHYSIOLOGY,48,M-Male,Pennsylvania
9528,SC,FAMILY MEDICINE,46,F-Female,South Carolina
9529,SC,FAMILY MEDICINE,65,F-Female,South Carolina
9530,IL,NURSE PRACTITIONER,,F-Female,Illinois
9531,NY,EMERGENCY MEDICINE,47,F-Female,New York
9532,NY,EMERGENCY MEDICINE,39,M-Male,New York
9533,CA,FAMILY MEDICINE,49,M-Male,California
9534,LA,INTERNAL MEDICINE,49,F-Female,Louisiana
